CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
335,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UE SAN MIGUEL / EB SAN MIGUEL,BLANCA ESPERANZA SIERRA,OD01341406,7950136,6787039,141859,NACIONAL,,,,,,3,3,6,5,11,16,8,14,22,97,112,209,0,0,0,0,0,0,0,0,0,0,0,0,231,1,2,12,,,0,0,
336,CAMPO ELIAS,MATRIZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,SAN MIGUEL DE EJIDO,EUDYS DIONICIA MONTILLA,OD01281406,4108855,,140304,NACIONAL,,,,,,8,12,20,33,35,68,41,47,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,4,0,0,0,0,0,
337,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,A A EDELMIRA QUINTERO DE LOBO,JHON DE JESUS GONZALEZ,OD01601406,6589641,,141729,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,126,138,264,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,12,,,0,0,
338,CAMPO ELIAS,MATRIZ,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CEIB SAN RAFAEL,RAFAEL URDANETA,OD17091406,4170651,,142230,NACIONAL,,,,,,0,0,0,23,39,62,23,39,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,3,0,0,0,0,0,
339,CAMPO ELIAS,MATRIZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,UE DR BENAIM PINTO,DR GONZALO BENAIM PINTO,OD00571406,7950165,,140298,NACIONAL,,,,,,4,5,9,11,9,20,15,14,29,41,35,76,64,57,121,0,0,0,0,0,0,0,0,0,226,1,1,6,,,0,0,
340,CAMPO ELIAS,MATRIZ,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CEIB SAN RAFAEL,BELEN SAN JUAN COLINA,OD17291406,4170651,,142161,NACIONAL,,,,,,9,13,22,32,24,56,41,37,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,22,56,0,,,0,0,
341,CAMPO ELIAS,MATRIZ,LICEO,,,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,NER NUC ESC RURAL N 021,MONSEÑOR JOSÉ ESCOLÁSTICO DUQUE,OD16291406,6970021,,142037,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,125,257,0,0,0,0,0,0,0,0,0,257,0,0,0,,,0,0,
342,CAMPO ELIAS,MATRIZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PE RURAL ESCOLAR 530,46307,OD11461406,4110530,,141135,NACIONAL,,,,,,6,10,16,52,48,100,58,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,5,0,,,0,0,
343,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC  19 DE ABRIL,-32762,OD01331406,6565808,,141403,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,129,123,252,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,12,,,0,0,
344,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB LOS GUAIMAROS,LOS GUAIMAROS,OD11711406,6590195,,140295,NACIONAL,,,,,,6,5,11,20,27,47,26,32,58,50,59,109,0,0,0,0,0,0,0,0,0,0,0,0,167,1,4,6,,,0,0,
345,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER NUC ESC RURAL N 021,ANTONIO JOSE DE SUCRE,OD16091406,6970021,,141975,NACIONAL,,,,,,0,0,0,7,16,23,7,16,23,37,40,77,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2,6,,,0,0,
346,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,G-E CAMPO ELIAS / A A-AMPO ELIAS,CAMPO ELIAS,OD01531406,6732240,6511670,141359,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,232,236,468,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,28,,,0,0,"{""primaria"":{""3C"":21}}"
347,CAMPO ELIAS,MATRIZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,J.I. CAMPO ELIAS,ANTONIO ARMANDO PICÓN CÁRDENAS,OD01261406,4101470,,141141,NACIONAL,,,,,,0,0,0,33,42,75,33,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,7,0,0,0,0,0,
348,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,43298,INDUSTRIAL,TELEMATICA,46067,ECONOMÍA SOCIAL,ADMINISTRACIÓN,46070,ECONOMÍA SOCIAL,CONTABILIDAD,46071,ECONOMÍA SOCIAL,TURISMO,,,,,,,,,,,,,ETCRN JOSE R G SUAREZ,RICARDO GUILLEN SUAREZ,S1725D1406,7912132,,140312,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,440,914,0,0,0,0,0,0,914,0,0,0,,,0,0,
349,CAMPO ELIAS,MONTALBAN,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,FUND. NAC EL NIÑO SIMON,ANTONIO JOSE FEBRES CORDERO,OD04131406,6590694,,140329,NACIONAL,,,,,,31,25,56,63,58,121,94,83,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,4,0,,,0,0,
350,CAMPO ELIAS,MONTALBAN,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,45041,SALUD,ENFERMERÍA,45045,SALUD,LABORATORIO CLÍNICO,,,,,,,,,,,,,,,,CB-EJIDO,ALI RODRIGUEZ ARAQUE,S0718D1406,7915810,,140314,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,178,294,287,182,469,0,0,0,0,0,0,763,0,0,0,,,0,0,
351,CAMPO ELIAS,MONTALBAN,LICEO,,,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,CB- PROFE JOSE E ARIAS,JOSE ENRIQUE ARIAS,S1965D1406,7915813,,140331,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,311,328,639,0,0,0,0,0,0,0,0,0,639,0,0,0,,,0,0,
352,CAMPO ELIAS,MONTALBAN,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC MONSEÑOR JAUREGUI,MONSEÑOR JAUREGUI,OD01461406,6566525,,140323,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,312,324,636,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,30,,,0,0,
353,CAMPO ELIAS,MONTALBAN,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI TIBISAY MORENO,TIBISAY MORENO,OD03061406,4109220,,140327,NACIONAL,,,,,,7,13,20,41,35,76,48,48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,6,0,,,0,0,
354,CAMPO ELIAS,MONTALBAN,LICEO,,,,,,,,,,,,,,,,,,,,,,,,,,,CCB-EJIDO,SIMÓN BOLÍVAR,ON11571406,7915811,,141746,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
355,CAMPO ELIAS,MONTALBAN,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CPE - GN MARISCAL AYACUCHO / CPE -G MARISCAL AYACUCHO,NELLY TERESA MEJIAS,OD01271406,6530039,6530119,140326,NACIONAL,,,,,,0,0,0,56,61,117,56,61,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,8,0,0,0,0,0,
356,CAMPO ELIAS,MONTALBAN,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB D EDELMIRA QUINTERO DL,EDELMIRA QUINTERO DL,OD00521406,7932352,,141140,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,193,216,409,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,23,,,0,0,
357,CAMPO ELIAS,MONTALBAN,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,IEE LOS ANGELES,LOS ÁNGELES,OD16011406,6490516,,142014,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
358,CAMPO ELIAS,MONTALBAN,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,J.I RURAL ESCOLAR 021,ALFREDO  LARA ANGULO,OD03831406,4110021,,140328,NACIONAL,,,,,,19,20,39,79,66,145,98,86,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,2,8,0,0,0,0,0,
359,CAMPO ELIAS,MONTALBAN,EQUIPO DE INTEGRACION,,,,,,,,,,,,,,,,,,,,,,,,,,,E-E EQUIPO DE INTEGRACION,FELIX TAMAYO ROJAS,OD16251406,6413020,,141341,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,CAMPO ELIAS,MONTALBAN,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,41048,AGROPECUARIA,ECOTURISMO,,,,,,,,,,,,,,,,,,,U.E.N CAYETANO MONTES,CAYETANO MONTES,S0288D1406,7932392,,140321,NACIONAL,,,,,,0,0,0,21,11,32,21,11,32,73,59,132,76,73,149,0,0,0,0,0,0,0,0,0,313,0,3,12,9,0,0,0,
361,CAMPO ELIAS,SAN JOSE,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,NER 557 SAN JOSE Y ACEQUIAS,CELEDONIO RIVAS,OD00511406,6970577,,140363,NACIONAL,,,,,,0,0,0,14,7,21,14,7,21,22,26,48,29,20,49,0,0,0,0,0,0,0,0,0,118,0,1,3,5,0,0,0,
362,CAMPO ELIAS,SAN JOSE,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER 557 SAN JOSE Y ACEQUIAS,JOSE PEÑA,OD17041406,6970577,,142112,NACIONAL,,,,,,0,0,0,5,0,5,5,0,5,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,2,,,0,0,
363,CAMPO ELIAS,ACEQUIAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BALVINO ALBORNOZ RODRIGUEZ,BALVINO ALBORNOZ RODRIGUEZ,OD11821406,,,140334,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,
364,CAMPO ELIAS,ACEQUIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PUBLIO ROJAS DURAN,PUBLIO ROJAS DURAN,OD12001406,,,140335,ESTADAL,,,,,,0,0,0,1,1,2,1,1,2,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,,,0,0,
365,CAMPO ELIAS,ACEQUIAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA CATALINA PLAZA DE UZCATEGUI,CATALINA PLAZA DE UZCATEGUI,OD12011406,,,140336,ESTADAL,,,,,,0,0,0,2,2,4,2,2,4,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,,,0,0,
366,CAMPO ELIAS,ACEQUIAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PEDRO CLEMENTE ARAQUE,PEDRO CLEMENTE ARAQUE,OD11841406,,,140339,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,,,0,0,
367,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA HIPOLITO ELIAS GONZALEZ,HIPOLITO ELIAS GONZALEZ,OD11471406,,,141139,ESTADAL,,,,,,0,0,0,12,9,21,12,9,21,69,81,150,0,0,0,0,0,0,0,0,0,0,0,0,171,0,2,10,,,0,0,
368,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ADOLFO OVIEDO,ADOLFO OVIEDO,OD11701406,,,140292,ESTADAL,,,,,,0,0,0,1,4,5,1,4,5,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,,,0,0,
369,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JULIAN DUGARTE MUÑOZ,JULIAN DUGARTE MUÑOZ,OD11681406,,,140290,ESTADAL,,,,,,0,0,0,1,1,2,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,,,0,0,
370,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA AGUSTIN DUGARTE,AGUSTIN DUGARTE,OD11601406,,,141796,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,,,0,0,
371,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN ONOFRE,SAN ONOFRE,OD11661406,,,140283,ESTADAL,,,,,,0,0,0,2,3,5,2,3,5,16,18,34,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,6,,,0,0,
372,CAMPO ELIAS,IGNACIO FERNANDEZ PEÑA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSE VICENTE SALAS,JOSE VICENTE SALAS,OD11801406,,,140332,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
373,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ANTONIO GUZMAN BLANCO,ANTONIO GUZMAN BLANCO,OD11871406,,,140345,ESTADAL,,,,,,0,0,0,4,4,8,4,4,8,20,17,37,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,4,0,0,0,0,
374,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA VIRGEN DEL ROSARIO,VIRGEN DEL ROSARIO,OD11891406,,,140347,ESTADAL,,,,,,0,0,0,4,4,8,4,4,8,16,22,38,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,2,,,0,0,
375,CAMPO ELIAS,JAJI,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSE OMAR MONZON SALAS,JOSE OMAR MONZON SALAS,OD11881406,,,140346,ESTADAL,,,,,,0,0,0,1,3,4,1,3,4,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,6,,,0,0,
376,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA FABIO EMILIO CONTRERAS RODRIGUEZ,FABIO EMILIO CONTRERAS RODRIGUEZ,OD01511406,,,140344,ESTADAL,,,,,,0,0,0,5,4,9,5,4,9,19,12,31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,6,,,0,0,
377,CAMPO ELIAS,JAJI,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO MARTIN RODRIGUEZ,MARTIN RODRIGUEZ,OD11861406,,,140342,ESTADAL,,,,,,0,0,0,10,10,20,10,10,20,22,29,51,13,12,25,0,0,0,0,0,0,0,0,0,96,0,1,6,,,0,0,
378,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SAN ISIDRO LABRADOR,SAN ISIDRO LABRADOR,OD11851406,,,140340,ESTADAL,,,,,,0,0,0,1,2,3,1,2,3,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,6,,,0,0,
379,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA JUAN BAUTISTA TORRES VIELMA,JUAN BAUTISTA TORRES VIELMA,OD11911406,,,140349,ESTADAL,,,,,,0,0,0,6,5,11,6,5,11,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,2,,,0,0,
380,CAMPO ELIAS,JAJI,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BELKIS COROMOTO PEREZ,BELKIS COROMOTO PEREZ,OD11901406,,,140348,ESTADAL,,,,,,0,0,0,1,5,6,1,5,6,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,3,,,0,0,
381,CAMPO ELIAS,LA MESA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MARIA OLIVA DEL ROSARIO RANGEL,MARIA OLIVA DEL ROSARIO RANGEL,OD11951406,,,140357,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,,,0,0,
382,CAMPO ELIAS,LA MESA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO LA MESA,LA MESA,ON16271406,,,141992,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
383,CAMPO ELIAS,LA MESA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ALFREDO DINI,ALFREDO DINI,OD11481406,,,141144,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,39,33,72,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,6,0,0,0,0,
384,CAMPO ELIAS,LA MESA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO ROSA ELVINA FLORES,ROSA ELVINA FLORES,OD11921406,,,140353,ESTADAL,,,,,,0,0,0,1,4,5,1,4,5,30,27,57,47,50,97,0,0,0,0,0,0,0,0,0,159,0,1,6,,,0,0,
385,CAMPO ELIAS,LA MESA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MARGARITA GUTIERREZ DE MERCADO,MARGARITA GUTIERREZ DE MERCADO,OD11941406,,,140356,ESTADAL,,,,,,0,0,0,2,0,2,2,0,2,20,11,31,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,6,,,0,0,
386,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA  NICOLASA QUINTERO SALAZAR,NICOLASA QUINTERO SALAZAR,OD11731406,,,140313,ESTADAL,,,,,,0,0,0,6,0,6,6,0,6,20,11,31,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,6,,,0,0,
387,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ALFONSO PAREDES DEZEO,ALFONSO PAREDES DEZEO,OD01241406,,,140302,ESTADAL,,,,,,0,0,0,26,34,60,26,34,60,104,123,227,0,0,0,0,0,0,0,0,0,0,0,0,287,0,2,12,,,0,0,
388,CAMPO ELIAS,MATRIZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO SAN BUENAVENTURA,SAN BUENAVENTURA,OD11721406,,,140296,ESTADAL,,,,,,5,9,14,5,14,19,10,23,33,39,48,87,27,22,49,0,0,0,0,0,0,0,0,0,169,14,19,6,49,0,0,0,
389,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA RANCHERÍA,LA RANCHERÍA,OD05191406,,,140300,ESTADAL,,,,,,0,0,0,13,23,36,13,23,36,100,96,196,0,0,0,0,0,0,0,0,0,0,0,0,232,0,3,12,,,0,0,
390,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PAULINO PEÑA,PAULINO PEÑA,OD01571406,,,140303,ESTADAL,,,,,,2,5,7,15,12,27,17,17,34,66,86,152,0,0,0,0,0,0,0,0,0,0,0,0,186,1,2,12,,,0,0,
391,CAMPO ELIAS,MATRIZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR SIMON RODRIGUEZ,SIMON RODRIGUEZ,OD17101406,,,142256,ESTADAL,,,,,,0,0,0,57,33,90,57,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,6,0,,,0,0,
392,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA FIDELIA ARAQUE DE PEÑA,FIDELIA ARAQUE DE PEÑA,OD03141406,,,140297,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,97,94,191,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,12,,,0,0,
393,CAMPO ELIAS,MATRIZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA GRAN MARISCAL DE AYACUCHO,GRAN MARISCAL DE AYACUCHO,OD01291406,,,140301,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,156,197,353,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,15,0,0,0,0,
394,CAMPO ELIAS,MATRIZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA RAMON AMADOR FONSECA,RAMON AMADOR FONSECA,OD03691406,,,140307,ESTADAL,,,,,,0,0,0,35,37,72,35,37,72,187,194,381,0,0,0,0,0,0,0,0,0,0,0,0,453,0,4,14,,,0,0,
395,CAMPO ELIAS,MATRIZ,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,EPE ELOINA SANCHEZ DE RAMIREZ,ELOINA SANCHEZ DE RAMIREZ,ON11621406,,,141864,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
396,CAMPO ELIAS,MATRIZ,CENTRO DE EDUCACION BASICA DE ADULTO,,,,,,,,,,,,,,,,,,,,,,,,,,,CEBA MIGUEL LORENZO GIL CHIPIA,MIGUEL LORENZO GIL CHIPIA,ON11501406,,,141267,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
397,CAMPO ELIAS,MONTALBAN,ESCUELA,20000,21000,31060,MEDIA GENERAL,CIENCIAS Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,,,,ESCUELA JOSE GREGORIO HERNANDEZ,JOSE GREGORIO HERNANDEZ,OD11741406,,,140319,ESTADAL,,,,,,0,0,0,5,6,11,5,6,11,48,43,91,5,13,18,0,0,0,0,0,0,0,0,0,120,0,2,6,,,0,0,"{""primaria"":{""6U"":1}}"
398,CAMPO ELIAS,MONTALBAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA JUAN XXIII,JUAN XXIII,OD11761406,,,140322,ESTADAL,,,,,,0,0,0,5,8,13,5,8,13,33,37,70,0,0,0,0,0,0,0,0,0,0,0,0,83,0,3,8,0,0,0,0,
399,CAMPO ELIAS,MONTALBAN,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,EPE PADRE BARILLAS,PADRE BARILLAS,ON15631406,,,141945,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
400,CAMPO ELIAS,MONTALBAN,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,EPE CANÓNIGO UZCÁTEGUI,CANÓNIGO UZCÁTEGUI,ON15671406,,,141949,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401,CAMPO ELIAS,MONTALBAN,TALLER DE EDUCACION LABORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,T.E.L.E. DAVID RAMÓN TORRES CALDERON,DAVID RAMÓN TORRES CALDERON,ON17101406,,,142241,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
402,CAMPO ELIAS,MONTALBAN,COMPLEJO EDUCATIVO,20000,21000,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,C.E MARIA GUILLERMINA CONTRERAS,MARIA GUILLERMINA CONTRERAS,OD01561406,,,140318,ESTADAL,,,,,,0,0,0,21,23,44,21,23,44,80,78,158,88,99,187,0,0,0,0,0,0,0,0,0,389,0,2,6,187,0,0,0,
